Horario;Dia;Data;Clube 1;Clube 2;Vencedor;Rodada;Arena;p1;p2;C1 Estado;C2 Estado;Vencedor Estado
18h;Sábado;21/10/2000;Vasco;Gama;Vasco;26ª Rodada;São Januário;1;0;RJ;DF;RJ
18h;Sábado;21/10/2000;Internacional;Santa Cruz;Internacional;26ª Rodada;Beira-Rio;4;0;RS;PE;RS
17h;Domingo;22/10/2000;Sport;Botafogo;-;26ª Rodada;Ilha do Retiro;2;2;PE;RJ;Empate
17h;Domingo;22/10/2000;Coritiba;América-MG;Coritiba;26ª Rodada;Couto Pereira;3;2;PR;MG;PR
17h;Domingo;22/10/2000;Vitória;Juventude;Juventude;26ª Rodada;Barradão;0;1;ES;RS;RS
17h;Domingo;22/10/2000;Atlético-MG;Grêmio;-;26ª Rodada;Mineirão;2;2;MG;RS;Empate
18h30;Domingo;22/10/2000;Corinthians;Fluminense;Fluminense;26ª Rodada;Pacaembu;1;3;SP;RJ;RJ
18h30;Domingo;22/10/2000;Ponte Preta;Palmeiras;Ponte Preta;26ª Rodada;Moisés Lucarelli;5;1;SP;SP;SP
18h30;Domingo;22/10/2000;São Paulo;Guarani;-;26ª Rodada;Morumbi;2;2;SP;SP;Empate
20h30;Terça-feira;24/10/2000;Vasco;Goiás;Vasco;27ª Rodada;São Januário;2;1;RJ;GO;RJ
20h30;Quarta-feira;25/10/2000;Fluminense;Santa Cruz;Fluminense;27ª Rodada;Maracanã;6;1;RJ;PE;RJ
20h30;Quarta-feira;25/10/2000;Gama;Atlético-MG;-;27ª Rodada;Mané Garrincha;0;0;DF;MG;Empate
20h30;Quarta-feira;25/10/2000;Bahia;Ponte Preta;Ponte Preta;27ª Rodada;Fonte Nova;1;2;BH;SP;SP
22h;Quarta-feira;25/10/2000;Sport;Corinthians;Sport;27ª Rodada;Ilha do Retiro;3;1;PE;SP;PE
22h;Quarta-feira;25/10/2000;Grêmio;Botafogo;Grêmio;27ª Rodada;Olímpico;2;1;RS;RJ;RS
21h40;Sexta-feira;27/10/2000;Flamengo;Vasco;Flamengo;27ª Rodada;Maracanã;4;0;RJ;RJ;RJ
16h;Sábado;28/10/2000;Santa Cruz;Palmeiras;Palmeiras;28ª Rodada;Arruda;1;5;PE;SP;SP
16h;Sábado;28/10/2000;São Paulo;Atlético-MG;São Paulo;28ª Rodada;Morumbi;2;1;SP;MG;SP
16h;Sábado;28/10/2000;Grêmio;Gama;Grêmio;28ª Rodada;Olímpico;4;1;RS;DF;RS
16h;Sábado;28/10/2000;América-MG;Vitória;Vitória;28ª Rodada;Independência;2;3;MG;ES;ES
18h;Sábado;28/10/2000;Santos;Bahia;Bahia;28ª Rodada;Vila Belmiro;0;1;SP;BH;BH
18h;Sábado;28/10/2000;Cruzeiro;Portuguesa;Cruzeiro;28ª Rodada;Mineirão;5;1;MG;SP;MG
18h;Sábado;28/10/2000;Sport;Internacional;Internacional;28ª Rodada;Ilha do Retiro;0;1;PE;RS;RS
21h40;Quarta-feira;01/11/2000;Internacional;Corinthians;Internacional;29ª Rodada;Beira-Rio;1;0;RS;SP;RS
16h;Quinta-feira;02/11/2000;Guarani;Ponte Preta;Guarani;29ª Rodada;Brinco de Ouro;2;1;SP;SP;SP
20h30;Sexta-feira;03/11/2000;Coritiba;Vasco;Vasco;29ª Rodada;Couto Pereira;0;1;PR;RJ;RJ
16h;Sábado;04/11/2000;Cruzeiro;Corinthians;Cruzeiro;30ª Rodada;Mineirão;3;1;MG;SP;MG
16h;Sábado;04/11/2000;Bahia;Botafogo;Bahia;30ª Rodada;Fonte Nova;2;0;BH;RJ;BH
18h;Sábado;04/11/2000;Goiás;Grêmio;-;30ª Rodada;Serra Dourada;2;2;GO;RS;Empate
18h;Sábado;04/11/2000;Atlético-PR;Vitória;Atlético-PR;30ª Rodada;Joaquim Américo;3;1;PR;ES;PR
18h;Sábado;04/11/2000;Atlético-MG;América-MG;América-MG;30ª Rodada;Mineirão;0;1;MG;MG;MG
16h;Domingo;05/11/2000;Juventude;São Paulo;Juventude;30ª Rodada;Alfredo Jaconi;3;1;RS;SP;RS
16h;Domingo;05/11/2000;Internacional;Vasco;Internacional;30ª Rodada;Beira-Rio;2;0;RS;RJ;RS
17h;Domingo;05/11/2000;Coritiba;Santos;Coritiba;30ª Rodada;Couto Pereira;2;1;PR;SP;PR
17h;Domingo;05/11/2000;Santa Cruz;Ponte Preta;Ponte Preta;30ª Rodada;Arruda;0;3;PE;SP;SP
17h;Domingo;05/11/2000;Portuguesa;Palmeiras;-;30ª Rodada;Canindé;1;1;SP;SP;Empate
17h;Domingo;05/11/2000;Fluminense;Flamengo;-;30ª Rodada;Maracanã;1;1;RJ;RJ;Empate
20h30;Quarta-feira;08/11/2000;Ponte Preta;Internacional;Ponte Preta;31ª Rodada;Moisés Lucarelli;3;1;SP;RS;SP
20h30;Quarta-feira;08/11/2000;Atlético-PR;Goiás;-;31ª Rodada;Joaquim Américo;1;1;PR;GO;Empate
20h30;Quarta-feira;08/11/2000;Bahia;América-MG;Bahia;31ª Rodada;Fonte Nova;2;1;BH;MG;BH
21h40;Quarta-feira;08/11/2000;Sport;São Paulo;Sport;31ª Rodada;Ilha do Retiro;4;3;PE;SP;PE
21h40;Quarta-feira;08/11/2000;Santos;Portuguesa;Santos;31ª Rodada;Vila Belmiro;2;0;SP;SP;SP
20h30;Quinta-feira;09/11/2000;Corinthians;Juventude;Juventude;31ª Rodada;Pacaembu;1;2;SP;RS;RS
20h30;Quinta-feira;09/11/2000;Vitória;Guarani;Guarani;31ª Rodada;Barradão;1;2;ES;SP;SP
20h30;Sexta-feira;10/11/2000;Palmeiras;Vasco;Palmeiras;31ª Rodada;Pq. Antarctica;3;0;SP;RJ;SP
16h;Sábado;11/11/2000;Coritiba;Portuguesa;Coritiba;32ª Rodada;Couto Pereira;3;1;PR;SP;PR
16h;Sábado;11/11/2000;Santos;Sport;Santos;32ª Rodada;Vila Belmiro;3;1;SP;PE;SP
16h;Sábado;11/11/2000;Goiás;Fluminense;-;32ª Rodada;Serra Dourada;3;3;GO;RJ;Empate
18h;Sábado;11/11/2000;Grêmio;Atlético-PR;Grêmio;32ª Rodada;Olímpico;3;0;RS;PR;RS
18h;Sábado;11/11/2000;Atlético-MG;Juventude;Atlético-MG;32ª Rodada;Mineirão;3;2;MG;RS;MG
16h;Domingo;12/11/2000;Internacional;Flamengo;Internacional;32ª Rodada;Beira-Rio;3;0;RS;RJ;RS
16h;Domingo;12/11/2000;Bahia;Palmeiras;Palmeiras;32ª Rodada;Fonte Nova;1;2;BH;SP;SP
16h;Domingo;12/11/2000;Gama;Guarani;Guarani;32ª Rodada;Bezerrão;1;2;DF;SP;SP
16h;Domingo;12/11/2000;São Paulo;Corinthians;-;32ª Rodada;Morumbi;0;0;SP;SP;Empate
17h;Domingo;12/11/2000;Cruzeiro;Ponte Preta;-;32ª Rodada;Mineirão;2;2;MG;SP;Empate
17h;Domingo;12/11/2000;Vasco;Botafogo;Botafogo;32ª Rodada;Maracanã;1;2;RJ;RJ;RJ
20h30;Terça-feira;14/11/2000;Flamengo;Cruzeiro;Cruzeiro;33ª Rodada;Maracanã;1;2;RJ;MG;MG
20h30;Quarta-feira;15/11/2000;Juventude;Bahia;-;33ª Rodada;Alfredo Jaconi;0;0;RS;BH;Empate
20h30;Quinta-feira;16/11/2000;Grêmio;Vasco;Vasco;33ª Rodada;Olímpico;0;1;RS;RJ;RJ
20h30;Quinta-feira;16/11/2000;Botafogo;Santa Cruz;Santa Cruz;33ª Rodada;Caio Martins;1;2;RJ;PE;PE
20h30;Quinta-feira;16/11/2000;Atlético-PR;Internacional;Atlético-PR;33ª Rodada;Joaquim Américo;2;1;PR;RS;PR
20h30;Quinta-feira;16/11/2000;Fluminense;Coritiba;Fluminense;33ª Rodada;Maracanã;2;0;RJ;PR;RJ
20h30;Quinta-feira;16/11/2000;Sport;América-MG;Sport;33ª Rodada;Ilha do Retiro;1;0;PE;MG;PE
20h30;Quinta-feira;16/11/2000;Goiás;Ponte Preta;Goiás;33ª Rodada;Serra Dourada;3;0;GO;SP;GO
21h40;Quinta-feira;16/11/2000;Vitória;Atlético-MG;Vitória;33ª Rodada;Barradão;2;0;ES;MG;ES
21h40;Quinta-feira;16/11/2000;Corinthians;Flamengo;Flamengo;33ª Rodada;Pacaembu;1;4;SP;RJ;RJ
21h40;Quinta-feira;16/11/2000;Guarani;Santos;Guarani;33ª Rodada;Brinco de Ouro;3;2;SP;SP;SP
16h;Domingo;19/11/2000;Vasco;São Paulo;São Paulo;34ª Rodada;São Januário;0;4;RJ;SP;SP
16h;Domingo;19/11/2000;Santos;Botafogo;Santos;34ª Rodada;Vila Belmiro;4;1;SP;RJ;SP
16h;Domingo;19/11/2000;América-MG;Corinthians;América-MG;34ª Rodada;Independência;2;1;MG;SP;MG
16h;Domingo;19/11/2000;Ponte Preta;Fluminense;Fluminense;34ª Rodada;Moisés Lucarelli;3;4;SP;RJ;RJ
16h;Domingo;19/11/2000;Coritiba;Cruzeiro;-;34ª Rodada;Couto Pereira;1;1;PR;MG;Empate
16h;Domingo;19/11/2000;Flamengo;Vitória;Flamengo;34ª Rodada;Maracanã;3;2;RJ;ES;RJ
16h;Domingo;19/11/2000;Bahia;Goiás;Goiás;34ª Rodada;Fonte Nova;0;1;BH;GO;GO
16h;Domingo;19/11/2000;Palmeiras;Guarani;Palmeiras;34ª Rodada;Pq. Antarctica;2;0;SP;SP;SP
16h;Domingo;19/11/2000;Santa Cruz;Grêmio;Grêmio;34ª Rodada;Arruda;0;3;PE;RS;RS
16h;Domingo;19/11/2000;Atlético-MG;Sport;Sport;34ª Rodada;Mineirão;0;6;MG;PE;PE
16h;Domingo;19/11/2000;Portuguesa;Atlético-PR;Portuguesa;34ª Rodada;Canindé;2;1;SP;PR;SP
16h;Domingo;19/11/2000;Internacional;Juventude;Internacional;34ª Rodada;BeiraRio;2;1;RS;RS;RS
20h30;Quarta-feira;22/11/2000;INTERNACIONAL;ATLÉTICO-PR;-;SEGUNDA FASE;Beira Rio;0;0;RS;PR;Empate
20h30;Quarta-feira;22/11/2000;PARANÁ;GOIÁS;-;SEGUNDA FASE;Durival de Brito;1;1;PR;GO;Empate
21h00;Quarta-feira;22/11/2000;REMO;SPORT;SPORT;SEGUNDA FASE;Mangueirão;1;2;PA;PE;PE
20h30;Quinta-feira;23/11/2000;GRÊMIO;PONTE PRETA;GRÊMIO;SEGUNDA FASE;Olímpico;1;0;RS;SP;RS
20h30;Quinta-feira;23/11/2000;MALUTROM;CRUZEIRO;CRUZEIRO;SEGUNDA FASE;Durival de Brito;0;3;PR;MG;MG
20h30;Quinta-feira;23/11/2000;SÃO CAETANO;FLUMINENSE;-;SEGUNDA FASE;Anacleto Campanella;3;3;SP;RJ;Empate
16h00;Sábado;25/11/2000;BAHIA;VASCO;-;SEGUNDA FASE;Fonte Nova;3;3;BH;RJ;Empate
16h00;Sábado;25/11/2000;PALMEIRAS;SÃO PAULO;-;SEGUNDA FASE;Pacaembu;1;1;SP;SP;Empate
18h00;Sábado;25/11/2000;GOIÁS;PARANÁ;PARANÁ;SEGUNDA FASE;Serra Dourada;0;3;GO;PR;PR
;Sábado;25/11/2000;ATLÉTICO-PR;INTERNACIONAL;INTERNACIONAL;SEGUNDA FASE;Arena da Baixada;1;2;PR;RS;RS
16h00;Domingo;26/11/2000;FLUMINENSE;SÃO CAETANO;SÃO CAETANO;SEGUNDA FASE;Maracanã;0;1;RJ;SP;SP
16h00;Domingo;26/11/2000;PONTE PRETA;GRÊMIO;PONTE PRETA;SEGUNDA FASE;Moisés Lucarelli;2;1;SP;RS;SP
17h00;Domingo;26/11/2000;CRUZEIRO;MALUTROM;-;SEGUNDA FASE;Mineirão;1;1;MG;PR;Empate
17h00;Domingo;26/11/2000;SPORT;REMO;SPORT;SEGUNDA FASE;Ilha do Retiro;1;0;PE;PA;PE
21h40;Terça-feira;28/11/2000;VASCO;BAHIA;VASCO;SEGUNDA FASE;São Januário;3;2;RJ;BH;RJ
21h40;Quinta-feira;30/11/2000;SÃO PAULO;PALMEIRAS;PALMEIRAS;SEGUNDA FASE;Morumbi;1;2;SP;SP;SP
20h30;Quarta-feira;29/11/2000;INTERNACIONAL;CRUZEIRO;-;QUARTAS DE FINAL;Beira Rio;1;1;RS;MG;Empate
21h40;Quinta-feira;30/11/2000;GRÊMIO;SPORT;GRÊMIO;QUARTAS DE FINAL;Olímpico;2;1;RS;PE;RS
16h00;Domingo;03/12/2000;VASCO;PARANÁ;VASCO;QUARTAS DE FINAL;São Januário;3;1;RJ;PR;RJ
16h00;Domingo;03/12/2000;PALMEIRAS;SÃO CAETANO;SÃO CAETANO;QUARTAS DE FINAL;Parque Antártica;3;4;SP;SP;SP
16h00;Sábado;02/12/2000;CRUZEIRO;INTERNACIONAL;CRUZEIRO;QUARTAS DE FINAL;Mineirão;3;2;MG;RS;MG
16h00;Domingo;03/12/2000;SPORT;GRÊMIO;-;QUARTAS DE FINAL;Ilha do Retiro;1;1;PE;RS;Empate
16h00;Sábado;09/12/2000;PARANÁ;VASCO;PARANÁ;QUARTAS DE FINAL;Durival de Brito;1;0;PR;RJ;PR
16h00;Sábado;09/12/2000;SÃO CAETANO;PALMEIRAS;-;QUARTAS DE FINAL;Parque Antártica;2;2;SP;SP;Empate
20h30;Quinta-feira;14/12/2000;SÃO CAETANO;GRÊMIO;SÃO CAETANO;SEMI FINAL;Parque Antártica;3;2;SP;RS;SP
16h00;Sábado;16/12/2000;VASCO;CRUZEIRO;-;SEMI FINAL;São Januário;2;2;RJ;MG;Empate
16h00;Domingo;17/12/2000;GRÊMIO;SÃO CAETANO;SÃO CAETANO;SEMI FINAL;Olímpico;1;3;RS;SP;SP
16h00;Sábado;23/12/2000;CRUZEIRO;VASCO;VASCO;SEMI FINAL;Mineirão;1;3;MG;RJ;RJ
21h40;Quarta-feira;27/12/2000;SÃO CAETANO;VASCO;-;FINAL;Parque Antártica;1;1;SP;RJ;Empate
16h00;Quinta-feira;18/01/2001;VASCO;SÃO CAETANO;VASCO;FINAL;Maracanã;3;1;RJ;SP;RJ
14h30;Quarta-feira;01/08/2001;Portuguesa;Goiás;Goiás;1ª Rodada;Canindé;0;1;SP;GO;GO
20h30;Quarta-feira;01/08/2001;Botafogo-RJ;América-MG;-;1ª Rodada;Maracanã;1;1;RJ;MG;Empate
20h30;Quarta-feira;01/08/2001;Guarani;Palmeiras;Palmeiras;1ª Rodada;Brinco de Ouro;1;3;SP;SP;SP
20h30;Quarta-feira;01/08/2001;Paraná;Cruzeiro;Paraná;1ª Rodada;Durival de Brito;1;0;PR;MG;PR
20h30;Quarta-feira;01/08/2001;Internacional;Juventude;Juventude;1ª Rodada;Beira Rio;0;2;RS;RS;RS
20h30;Quarta-feira;01/08/2001;Sport;Fluminense;-;1ª Rodada;Ilha do Retiro;1;1;PE;RJ;Empate
20h30;Quarta-feira;01/08/2001;Bahia;São Caetano;Bahia;1ª Rodada;Fonte Nova;5;0;BH;SP;BH
20h30;Quarta-feira;01/08/2001;Botafogo-SP;São Paulo;-;1ª Rodada;Santa Cruz;2;2;SP;SP;Empate
20h30;Quarta-feira;01/08/2001;Gama;Vasco;-;1ª Rodada;Mané Garrincha;0;0;DF;RJ;Empate
21h00;Quarta-feira;01/08/2001;Atlético-MG;Coritiba;-;1ª Rodada;Mineirão;1;1;MG;PR;Empate
21h45;Quarta-feira;01/08/2001;Flamengo;Ponte Preta;-;1ª Rodada;Mário Helênio;0;0;RJ;SP;Empate
21h45;Quarta-feira;01/08/2001;Corinthians;Vitória;Corinthians;1ª Rodada;Prudentão;2;0;SP;ES;SP
20h30;Quinta-feira;02/08/2001;Santos;Santa Cruz;-;1ª Rodada;Vila Belmiro;1;1;SP;PE;Empate
20h30;Quinta-feira;02/08/2001;Atlético-PR;Grêmio;Atlético-PR;1ª Rodada;Arena da Baixada;2;0;PR;RS;PR
14h30;Sábado;04/08/2001;Palmeiras;Bahia;Palmeiras;2ª Rodada;Parque Antártica;2;1;SP;BH;SP
14h30;Sábado;04/08/2001;América-MG;Portuguesa;-;2ª Rodada;Independência;0;0;MG;SP;Empate
15h00;Sábado;04/08/2001;Juventude;Atlético-MG;Atlético-MG;2ª Rodada;Alfredo Jaconi;1;4;RS;MG;MG
16h00;Sábado;04/08/2001;Fluminense;Botafogo-SP;Fluminense;2ª Rodada;Maracanã;2;0;RJ;SP;RJ
14h30;Domingo;05/08/2001;Cruzeiro;Atlético-PR;Atlético-PR;2ª Rodada;Independência;1;2;MG;PR;PR
14h30;Domingo;05/08/2001;Vasco;Guarani;Vasco;2ª Rodada;São Januário;7;1;RJ;SP;RJ
14h30;Domingo;05/08/2001;São Paulo;Gama;-;2ª Rodada;Morumbi;0;0;SP;DF;Empate
15h00;Domingo;05/08/2001;Grêmio;Paraná;Grêmio;2ª Rodada;Olímpico;2;1;RS;PR;RS
16h00;Domingo;05/08/2001;Ponte Preta;Corinthians;-;2ª Rodada;Moisés Lucarelli;2;2;SP;SP;Empate
16h00;Domingo;05/08/2001;Coritiba;Internacional;Coritiba;2ª Rodada;Couto Pereira;3;2;PR;RS;PR
16h00;Domingo;05/08/2001;Santa Cruz;Botafogo-RJ;Botafogo-RJ;2ª Rodada;Arruda;0;4;PE;RJ;RJ
16h00;Domingo;05/08/2001;Vitória;Santos;-;2ª Rodada;Barradão;1;1;ES;SP;Empate
16h00;Domingo;05/08/2001;São Caetano;Sport;São Caetano;2ª Rodada;Anacleto Campanella;2;0;SP;PE;SP
16h00;Domingo;05/08/2001;Goiás;Flamengo;Goiás;2ª Rodada;Serra Dourada;2;0;GO;RJ;GO
14h30;Quarta-feira;08/08/2001;Flamengo;Paraná;Paraná;3ª Rodada;Maracanã;0;1;RJ;PR;PR
20h30;Quarta-feira;08/08/2001;Vitória;São Paulo;Vitória;3ª Rodada;Barradão;2;1;ES;SP;ES
20h30;Quarta-feira;08/08/2001;Corinthians;Botafogo-SP;Corinthians;3ª Rodada;Pacaembu;3;2;SP;SP;SP
20h30;Quarta-feira;08/08/2001;Cruzeiro;Ponte Preta;-;3ª Rodada;Mineirão;0;0;MG;SP;Empate
20h30;Quarta-feira;08/08/2001;Grêmio;Goiás;-;3ª Rodada;Olímpico;0;0;RS;GO;Empate
20h30;Quarta-feira;08/08/2001;Santa Cruz;Internacional;Internacional;3ª Rodada;Arruda;1;2;PE;RS;RS
20h30;Quarta-feira;08/08/2001;São Caetano;Atlético-PR;-;3ª Rodada;Anacleto Campanella;0;0;SP;PR;Empate
20h30;Quarta-feira;08/08/2001;Gama;Santos;-;3ª Rodada;Mané Garrincha;1;1;DF;SP;Empate
21h45;Quarta-feira;08/08/2001;Coritiba;Vasco;Coritiba;3ª Rodada;Couto Pereira;1;0;PR;RJ;PR
21h45;Quarta-feira;08/08/2001;Juventude;Palmeiras;-;3ª Rodada;Alfredo Jaconi;0;0;RS;SP;Empate
15h00;Quinta-feira;09/08/2001;Guarani;Fluminense;-;3ª Rodada;Brinco de Ouro;1;1;SP;RJ;Empate
20h30;Quinta-feira;09/08/2001;Portuguesa;Sport;Portuguesa;3ª Rodada;Canindé;2;1;SP;PE;SP
20h30;Quinta-feira;09/08/2001;América-MG;Atlético-MG;Atlético-MG;3ª Rodada;Independência;0;1;MG;MG;MG
20h30;Quinta-feira;09/08/2001;Botafogo-RJ;Bahia;Botafogo-RJ;3ª Rodada;Maracanã;3;2;RJ;BH;RJ
14h30;Sábado;11/08/2001;Vasco;Juventude;-;4ª Rodada;São Januário;1;1;RJ;RS;Empate
14h30;Sábado;11/08/2001;São Paulo;Santa Cruz;São Paulo;4ª Rodada;Morumbi;3;1;SP;PE;SP
16h00;Sábado;11/08/2001;Botafogo-SP;Cruzeiro;Cruzeiro;4ª Rodada;Santa Cruz;1;4;SP;MG;MG
17h00;Sábado;11/08/2001;Atlético-PR;Flamengo;Atlético-PR;4ª Rodada;Arena da Baixada;4;0;PR;RJ;PR
14h30;Domingo;12/08/2001;Palmeiras;América-MG;Palmeiras;4ª Rodada;Parque Antártica;3;1;SP;MG;SP
16h00;Domingo;12/08/2001;Fluminense;Vitória;-;4ª Rodada;Maracanã;1;1;RJ;ES;Empate
16h00;Domingo;12/08/2001;Internacional;Gama;Internacional;4ª Rodada;Beira Rio;2;0;RS;DF;RS
16h00;Domingo;12/08/2001;Santos;Coritiba;Santos;4ª Rodada;Vila Belmiro;2;0;SP;PR;SP
16h00;Domingo;12/08/2001;Ponte Preta;Botafogo-RJ;Ponte Preta;4ª Rodada;Moisés Lucarelli;3;1;SP;RJ;SP
16h00;Domingo;12/08/2001;Paraná;Corinthians;Paraná;4ª Rodada;Couto Pereira;3;1;PR;SP;PR
17h00;Domingo;12/08/2001;Sport;Grêmio;Sport;4ª Rodada;Ilha do Retiro;2;1;PE;RS;PE
17h00;Domingo;12/08/2001;Atlético-MG;Guarani;Atlético-MG;4ª Rodada;Independência;3;0;MG;SP;MG
17h00;Domingo;12/08/2001;Bahia;Portuguesa;Bahia;4ª Rodada;Fonte Nova;2;1;BH;SP;BH
17h00;Domingo;12/08/2001;Goiás;São Caetano;-;4ª Rodada;Serra Dourada;0;0;GO;SP;Empate
14h30;Quarta-feira;15/08/2001;Corinthians;Juventude;-;5ª Rodada;Pacaembu;0;0;SP;RS;Empate
15h00;Quarta-feira;15/08/2001;Cruzeiro;América-MG;América-MG;5ª Rodada;Mineirão;0;3;MG;MG;MG
16h00;Quarta-feira;15/08/2001;Flamengo;Sport;Flamengo;5ª Rodada;Maracanã;2;1;RJ;PE;RJ
16h00;Quarta-feira;15/08/2001;Paraná;Ponte Preta;Ponte Preta;5ª Rodada;Durival de Brito;1;2;PR;SP;SP
16h00;Quarta-feira;15/08/2001;São Caetano;Fluminense;-;5ª Rodada;Anacleto Campanella;1;1;SP;RJ;Empate
18h00;Quarta-feira;15/08/2001;Vitória;Vasco;Vitória;5ª Rodada;Barradão;1;0;ES;RJ;ES
19h00;Quarta-feira;15/08/2001;Santa Cruz;Palmeiras;Santa Cruz;5ª Rodada;Arruda;3;2;PE;SP;PE
15h00;Quinta-feira;16/08/2001;Guarani;São Paulo;São Paulo;5ª Rodada;Brinco de Ouro;1;2;SP;SP;SP
20h30;Quinta-feira;16/08/2001;Internacional;Bahia;Internacional;5ª Rodada;Beira Rio;2;0;RS;BH;RS
20h30;Quinta-feira;16/08/2001;Gama;Grêmio;Gama;5ª Rodada;Mané Garrincha;2;1;DF;RS;DF
20h30;Quinta-feira;16/08/2001;Botafogo-SP;Santos;Santos;5ª Rodada;Santa Cruz;0;1;SP;SP;SP
20h30;Quinta-feira;16/08/2001;Portuguesa;Coritiba;Portuguesa;5ª Rodada;Canindé;1;0;SP;PR;SP
20h30;Quinta-feira;16/08/2001;Atlético-PR;Atlético-MG;Atlético-PR;5ª Rodada;Arena da Baixada;1;0;PR;MG;PR
20h30;Quinta-feira;16/08/2001;Botafogo-RJ;Goiás;Goiás;5ª Rodada;Maracanã;0;1;RJ;GO;GO
14h30;Sábado;18/08/2001;Palmeiras;Paraná;Palmeiras;6ª Rodada;Parque Antártica;3;1;SP;PR;SP
15h00;Sábado;18/08/2001;Vasco;Santa Cruz;-;6ª Rodada;São Januário;1;1;RJ;PE;Empate
16h00;Sábado;18/08/2001;América-MG;São Caetano;São Caetano;6ª Rodada;Independência;0;1;MG;SP;SP
14h30;Domingo;19/08/2001;Atlético-MG;Botafogo-SP;Atlético-MG;6ª Rodada;Mineirão;2;0;MG;SP;MG
15h00;Domingo;19/08/2001;Juventude;Guarani;Juventude;6ª Rodada;Alfredo Jaconi;1;0;RS;SP;RS
15h00;Domingo;19/08/2001;São Paulo;Atlético-PR;São Paulo;6ª Rodada;Morumbi;2;1;SP;PR;SP
16h00;Domingo;19/08/2001;Fluminense;Gama;Fluminense;6ª Rodada;Maracanã;4;3;RJ;DF;RJ
16h00;Domingo;19/08/2001;Coritiba;Cruzeiro;Coritiba;6ª Rodada;Couto Pereira;3;2;PR;MG;PR
16h00;Domingo;19/08/2001;Ponte Preta;Portuguesa;Ponte Preta;6ª Rodada;Moisés Lucarelli;2;1;SP;SP;SP
16h00;Domingo;19/08/2001;Santos;Botafogo-RJ;-;6ª Rodada;Vila Belmiro;0;0;SP;RJ;Empate
16h00;Domingo;19/08/2001;Sport;Corinthians;Sport;6ª Rodada;Ilha do Retiro;2;1;PE;SP;PE
16h00;Domingo;19/08/2001;Bahia;Flamengo;Flamengo;6ª Rodada;Fonte Nova;0;2;BH;RJ;RJ
17h00;Domingo;19/08/2001;Grêmio;Vitória;-;6ª Rodada;Olímpico;0;0;RS;ES;Empate
17h00;Domingo;19/08/2001;Goiás;Internacional;Internacional;6ª Rodada;Serra Dourada;0;1;GO;RS;RS
14h30;Sábado;25/08/2001;Palmeiras;Goiás;Palmeiras;7ª Rodada;Parque Antártica;3;2;SP;GO;SP
15h30;Sábado;25/08/2001;Paraná;portuguesa;portuguesa;7ª Rodada;Durival de Brito;0;1;PR;SP;SP
16h00;Sábado;25/08/2001;Fluminense;Santa Cruz;Fluminense;7ª Rodada;Maracanã;3;2;RJ;PE;RJ
14h30;Domingo;26/08/2001;Vasco;Atlético-PR;Vasco;7ª Rodada;São Januário;4;0;RJ;PR;RJ
14h30;Domingo;26/08/2001;São Paulo;Ponte Preta;São Paulo;7ª Rodada;Morumbi;4;0;SP;SP;SP
15h00;Domingo;26/08/2001;Guarani;Internacional;-;7ª Rodada;Brinco de Ouro;2;2;SP;RS;Empate
16h00;Domingo;26/08/2001;Coritiba;São Caetano;-;7ª Rodada;Couto Pereira;1;1;PR;SP;Empate
16h00;Domingo;26/08/2001;Grêmio;América-MG;Grêmio;7ª Rodada;Olímpico;3;1;RS;MG;RS
16h00;Domingo;26/08/2001;Santos;Juventude;-;7ª Rodada;Vila Belmiro;2;2;SP;RS;Empate
16h00;Domingo;26/08/2001;Gama;Botafogo-RJ;-;7ª Rodada;Mané Garrincha;0;0;DF;RJ;Empate
16h00;Domingo;26/08/2001;Botafogo-SP;Flamengo;Botafogo-SP;7ª Rodada;Santa Cruz;1;0;SP;RJ;SP
16h00;Domingo;26/08/2001;Bahia;Corinthians;Bahia;7ª Rodada;Fonte Nova;1;0;BH;SP;BH
17h00;Domingo;26/08/2001;Atlético-MG;Vitória;Atlético-MG;7ª Rodada;Independência;3;0;MG;ES;MG
17h00;Domingo;26/08/2001;Sport;Cruzeiro;Cruzeiro;7ª Rodada;Ilha do Retiro;0;1;PE;MG;MG
14h30;Quarta-feira;29/08/2001;Corinthians;Gama;-;8ª Rodada;Pacaembu;2;2;SP;DF;Empate
20h30;Quarta-feira;29/08/2001;América-MG;Vasco;-;8ª Rodada;Independência;1;1;MG;RJ;Empate
20h30;Quarta-feira;29/08/2001;Botafogo-RJ;Sport;Botafogo-RJ;8ª Rodada;Maracanã;3;1;RJ;PE;RJ
20h30;Quarta-feira;29/08/2001;Atlético-PR;Santos;-;8ª Rodada;Arena da Baixada;1;1;PR;SP;Empate
20h30;Quarta-feira;29/08/2001;São Caetano;Paraná;São Caetano;8ª Rodada;Anacleto Campanella;4;1;SP;PR;SP
20h30;Quarta-feira;29/08/2001;Vitória;Palmeiras;Palmeiras;8ª Rodada;Barradão;1;3;ES;SP;SP
20h30;Quarta-feira;29/08/2001;Santa Cruz;Atlético-MG;-;8ª Rodada;Arruda;1;1;PE;MG;Empate
20h30;Quarta-feira;29/08/2001;Ponte Preta;Grêmio;Ponte Preta;8ª Rodada;Moisés Lucarelli;3;2;SP;RS;SP
20h30;Quarta-feira;29/08/2001;Internacional;Botafogo-SP;Internacional;8ª Rodada;Beira Rio;2;0;RS;SP;RS
